data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
,28.41666667,,24.57575758,,26.86428571,,24.29575758,,24.53571429,,24.05575758,,22.20714286,,23.81575758,,19.87857143,,23.57575758,,17.55,,,19.48660842,19.11124911,18.73588981,18.3605305,17.98517119,17.60981189,17.23445258,16.85909327,16.48373396,16.10837466,15.73301535,15.35765604,14.98229673,14.60693743,14.23157812,13.85621881,13.4808595,13.1055002,12.73014089,12.35478158,11.97942227,,,11.60406297,11.22870366,10.85334435,10.47798505,10.10262574,9.727266431,9.351907123,8.976547816,8.601188508
,,,25.03636364,,,,24.75636364,,,,24.51636364,,,,24.27636364,,,,24.03636364,,,,,,,23.96636364,23.90436364,23.84236364,23.78036364,23.71836364,23.65636364,23.59436364,23.53236364,23.47036364,23.40836364,23.34636364,23.28436364,23.22236364,23.16036364,23.09836364,23.03636364,22.97436364,,,,,,,22.91236364,22.85036364,22.78836364,22.72636364,22.66436364,22.60236364,22.54036364
,,,25.4969697,,,,25.2169697,,,,24.9769697,,,,24.7369697,,,,24.4969697,,,,,,,24.4269697,24.3649697,24.3029697,24.2409697,24.1789697,24.1169697,24.0549697,23.9929697,23.9309697,23.8689697,23.8069697,23.7449697,23.6829697,23.6209697,23.5589697,23.4969697,23.4349697,,,,,,,23.3729697,23.3109697,23.2489697,23.1869697,23.1249697,23.0629697,23.0009697
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
39.23809524,29.08333333,32.61904762,25.95757576,29.30952381,27.49285714,25.33809524,25.67757576,21.36666667,25.10714286,17.3952381,25.43757576,13.42380952,22.72142857,9.452380952,25.19757576,5.480952381,20.33571429,1.50952381,24.95757576,-2.461904762,17.95,-6.433333333,4.1726294,2.867607755,1.56258611,0.257564465,-1.047457181,-2.352478826,-3.657500471,-4.962522116,-6.267543761,-7.572565406,-8.877587051,-10.1826087,-11.48763034,-12.79265199,-14.09767363,-15.40269528,-16.70771692,-18.01273857,-19.31776021,-20.62278186,-21.9278035,-23.23282515,-24.53784679,-25.84286844,-27.14789008,-28.45291173,-29.75793337,-31.06295502,-32.36797666,-33.67299831,-34.97801995,-36.2830416,-37.58806324
40.4952381,29.75,33.64761905,26.41818182,30.22380952,28.12142857,26.1152381,26.13818182,22.00666667,25.67857143,17.89809524,25.89818182,13.78952381,23.23571429,9.680952381,25.65818182,5.572380952,20.79285714,1.463809524,25.41818182,-2.644761905,18.35,-6.753333333,4.125349144,2.777263316,1.429177489,0.081091662,-1.266994165,-2.615079992,-3.96316582,-5.311251647,-6.659337474,-8.007423301,-9.355509129,-10.70359496,-12.05168078,-13.39976661,-14.74785244,-16.09593826,-17.44402409,-18.79210992,-20.14019575,-21.48828157,-22.8363674,-24.18445323,-25.53253906,-26.88062488,-28.22871071,-29.57679654,-30.92488236,-32.27296819,-33.62105402,-34.96913985,-36.31722567,-37.6653115,-39.01339733
41.75238095,30.41666667,34.67619048,26.87878788,31.13809524,28.75,26.89238095,26.59878788,22.64666667,26.25,18.40095238,26.35878788,14.1552381,23.75,9.90952381,26.11878788,5.663809524,21.25,1.418095238,25.87878788,-2.827619048,18.75,-7.073333333,4.078068888,2.686918878,1.295768869,-0.095381141,-1.48653115,-2.877681159,-4.268831169,-5.659981178,-7.051131188,-8.442281197,-9.833431206,-11.22458122,-12.61573123,-14.00688123,-15.39803124,-16.78918125,-18.18033126,-19.57148127,-20.96263128,-22.35378129,-23.7449313,-25.13608131,-26.52723132,-27.91838133,-29.30953134,-30.70068135,-32.09183136,-33.48298137,-34.87413138,-36.26528139,-37.65643139,-39.0475814,-40.43873141
43.00952381,31.08333333,35.7047619,27.33939394,32.05238095,29.37857143,27.66952381,27.05939394,23.28666667,26.82142857,18.90380952,26.81939394,14.52095238,24.26428571,10.13809524,26.57939394,5.755238095,21.70714286,1.372380952,26.33939394,-3.01047619,19.15,-7.393333333,4.030788632,2.59657444,1.162360248,-0.271853943,-1.706068135,-3.140282326,-4.574496518,-6.00871071,-7.442924901,-8.877139093,-10.31135328,-11.74556748,-13.17978167,-14.61399586,-16.04821005,-17.48242424,-18.91663843,-20.35085263,-21.78506682,-23.21928101,-24.6534952,-26.08770939,-27.52192358,-28.95613778,-30.39035197,-31.82456616,-33.25878035,-34.69299454,-36.12720873,-37.56142292,-38.99563712,-40.42985131,-41.8640655
44.26666667,31.75,36.73333333,27.8,32.96666667,30.00714286,28.44666667,27.52,23.92666667,27.39285714,19.40666667,27.28,14.88666667,24.77857143,10.36666667,27.04,5.846666667,22.16428571,1.326666667,26.8,-3.193333333,19.55,-7.713333333,3.983508376,2.506230002,1.028951628,-0.448326746,-1.92560512,-3.402883493,-4.880161867,-6.357440241,-7.834718615,-9.311996989,-10.78927536,-12.26655374,-13.74383211,-15.22111048,-16.69838886,-18.17566723,-19.65294561,-21.13022398,-22.60750235,-24.08478073,-25.5620591,-27.03933747,-28.51661585,-29.99389422,-31.4711726,-32.94845097,-34.42572934,-35.90300772,-37.38028609,-38.85756446,-40.33484284,-41.81212121,-43.28939959
45.52380952,32.41666667,37.76190476,28.26060606,33.88095238,30.63571429,29.22380952,27.98060606,24.56666667,27.96428571,19.90952381,27.74060606,15.25238095,25.29285714,10.5952381,27.50060606,5.938095238,22.62142857,1.280952381,27.26060606,-3.376190476,19.95,-8.033333333,3.93622812,2.415885564,0.895543008,-0.624799548,-2.145142104,-3.66548466,-5.185827216,-6.706169772,-8.226512328,-9.746854884,-11.26719744,-12.78754,-14.30788255,-15.82822511,-17.34856766,-18.86891022,-20.38925278,-21.90959533,-23.42993789,-24.95028044,-26.470623,-27.99096556,-29.51130811,-31.03165067,-32.55199322,-34.07233578,-35.59267834,-37.11302089,-38.63336345,-40.153706,-41.67404856,-43.19439112,-44.71473367
,33.08333333,,28.72121212,,31.26428571,,28.44121212,,28.53571429,,28.20121212,,25.80714286,,27.96121212,,23.07857143,,27.72121212,,20.35,,,22.76484534,22.32887997,21.8929146,21.45694923,21.02098386,20.5850185,20.14905313,19.71308776,19.27712239,18.84115702,18.40519166,17.96922629,17.53326092,17.09729555,16.66133018,16.22536482,15.78939945,15.35343408,14.91746871,14.48150335,14.04553798,,,13.60957261,13.17360724,12.73764187,12.30167651,11.86571114,11.42974577,10.9937804,10.55781503,10.12184967
,33.75,,29.18181818,,31.89285714,,28.90181818,,29.10714286,,28.66181818,,26.32142857,,28.42181818,,23.53571429,,28.18181818,,20.75,,,23.17334593,22.72872255,22.28409917,21.8394758,21.39485242,20.95022904,20.50560567,20.06098229,19.61635891,19.17173554,18.72711216,18.28248878,17.83786541,17.39324203,16.94861865,16.50399528,16.0593719,15.61474852,15.17012515,14.72550177,14.28087839,,,13.83625502,13.39163164,12.94700826,12.50238489,12.05776151,11.61313813,11.16851476,10.72389138,10.279268
,,,29.64242424,,,,29.36242424,,,,29.12242424,,,,28.88242424,,,,28.64242424,,,,,,,28.57242424,28.51042424,28.44842424,28.38642424,28.32442424,28.26242424,28.20042424,28.13842424,28.07642424,28.01442424,27.95242424,27.89042424,27.82842424,27.76642424,27.70442424,27.64242424,27.58042424,,,,,,,27.51842424,27.45642424,27.39442424,27.33242424,27.27042424,27.20842424,27.14642424
,,,30.1030303,,,,29.8230303,,,,29.5830303,,,,29.3430303,,,,29.1030303,,,,,,,29.0330303,28.9710303,28.9090303,28.8470303,28.7850303,28.7230303,28.6610303,28.5990303,28.5370303,28.4750303,28.4130303,28.3510303,28.2890303,28.2270303,28.1650303,28.1030303,28.0410303,,,,,,,27.9790303,27.9170303,27.8550303,27.7930303,27.7310303,27.6690303,27.6070303
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
46.78095238,34.41666667,38.79047619,30.56363636,34.7952381,32.52142857,30.00095238,30.28363636,25.20666667,29.67857143,20.41238095,30.04363636,15.61809524,26.83571429,10.82380952,29.80363636,6.02952381,23.99285714,1.235238095,29.56363636,-3.559047619,21.15,-8.353333333,4.480703934,2.909768492,1.338833051,-0.23210239,-1.803037832,-3.373973273,-4.944908714,-6.515844156,-8.086779597,-9.657715039,-11.22865048,-12.79958592,-14.37052136,-15.9414568,-17.51239225,-19.08332769,-20.65426313,-22.22519857,-23.79613401,-25.36706945,-26.93800489,-28.50894034,-30.07987578,-31.65081122,-33.22174666,-34.7926821,-36.36361754,-37.93455298,-39.50548842,-41.07642387,-42.64735931,-44.21829475,-45.78923019
48.03809524,35.08333333,39.81904762,31.02424242,35.70952381,33.15,30.77809524,30.74424242,25.84666667,30.25,20.9152381,30.50424242,15.98380952,27.35,11.05238095,30.26424242,6.120952381,24.45,1.18952381,30.02424242,-3.741904762,21.55,-8.673333333,4.433423678,2.819424054,1.205424431,-0.408575193,-2.022574816,-3.63657444,-5.250574064,-6.864573687,-8.478573311,-10.09257293,-11.70657256,-13.32057218,-14.93457181,-16.54857143,-18.16257105,-19.77657068,-21.3905703,-23.00456992,-24.61856955,-26.23256917,-27.84656879,-29.46056842,-31.07456804,-32.68856766,-34.30256729,-35.91656691,-37.53056653,-39.14456616,-40.75856578,-42.37256541,-43.98656503,-45.60056465,-47.21456428
49.2952381,35.75,40.84761905,31.48484848,36.62380952,33.77857143,31.5552381,31.20484848,26.48666667,30.82142857,21.41809524,30.96484848,16.34952381,27.86428571,11.28095238,30.72484848,6.212380952,24.90714286,1.143809524,30.48484848,-3.924761905,21.95,-8.993333333,4.386143422,2.729079616,1.07201581,-0.585047995,-2.242111801,-3.899175607,-5.556239413,-7.213303219,-8.870367024,-10.52743083,-12.18449464,-13.84155844,-15.49862225,-17.15568605,-18.81274986,-20.46981366,-22.12687747,-23.78394128,-25.44100508,-27.09806889,-28.75513269,-30.4121965,-32.0692603,-33.72632411,-35.38338792,-37.04045172,-38.69751553,-40.35457933,-42.01164314,-43.66870695,-45.32577075,-46.98283456,-48.63989836
50.55238095,36.41666667,41.87619048,31.94545455,37.53809524,34.40714286,32.33238095,31.66545455,27.12666667,31.39285714,21.92095238,31.42545455,16.7152381,28.37857143,11.50952381,31.18545455,6.303809524,25.36428571,1.098095238,30.94545455,-4.107619048,22.35,-9.313333333,4.338863166,2.638735178,0.93860719,-0.761520798,-2.461648786,-4.161776774,-5.861904762,-7.56203275,-9.262160738,-10.96228873,-12.66241671,-14.3625447,-16.06267269,-17.76280068,-19.46292867,-21.16305665,-22.86318464,-24.56331263,-26.26344062,-27.96356861,-29.66369659,-31.36382458,-33.06395257,-34.76408056,-36.46420855,-38.16433653,-39.86446452,-41.56459251,-43.2647205,-44.96484848,-46.66497647,-48.36510446,-50.06523245
51.80952381,37.08333333,42.9047619,32.40606061,38.45238095,35.03571429,33.10952381,32.12606061,27.76666667,31.96428571,22.42380952,31.88606061,17.08095238,28.89285714,11.73809524,31.64606061,6.395238095,25.82142857,1.052380952,31.40606061,-4.29047619,22.75,-9.633333333,4.29158291,2.54839074,0.80519857,-0.937993601,-2.681185771,-4.424377941,-6.167570111,-7.910762281,-9.653954451,-11.39714662,-13.14033879,-14.88353096,-16.62672313,-18.3699153,-20.11310747,-21.85629964,-23.59949181,-25.34268398,-27.08587615,-28.82906832,-30.57226049,-32.31545266,-34.05864483,-35.801837,-37.54502917,-39.28822134,-41.03141351,-42.77460568,-44.51779785,-46.26099002,-48.00418219,-49.74737436,-51.49056653
53.06666667,37.75,43.93333333,32.86666667,39.36666667,35.66428571,33.88666667,32.58666667,28.40666667,32.53571429,22.92666667,32.34666667,17.44666667,29.40714286,11.96666667,32.10666667,6.486666667,26.27857143,1.006666667,31.86666667,-4.473333333,23.15,-9.953333333,4.244302654,2.458046302,0.671789949,-1.114466403,-2.900722756,-4.686979108,-6.47323546,-8.259491813,-10.04574816,-11.83200452,-13.61826087,-15.40451722,-17.19077357,-18.97702993,-20.76328628,-22.54954263,-24.33579898,-26.12205534,-27.90831169,-29.69456804,-31.48082439,-33.26708075,-35.0533371,-36.83959345,-38.6258498,-40.41210615,-42.19836251,-43.98461886,-45.77087521,-47.55713156,-49.34338792,-51.12964427,-52.91590062
,38.41666667,,33.32727273,,36.29285714,,33.04727273,,33.10714286,,32.80727273,,29.92142857,,32.56727273,,26.73571429,,32.32727273,,23.55,,,26.45158284,25.9463534,25.44112397,24.93589453,24.43066509,23.92543566,23.42020622,22.91497678,22.40974734,21.90451791,21.39928847,20.89405903,20.38882959,19.88360016,19.37837072,18.87314128,18.36791185,17.86268241,17.35745297,16.85222353,16.3469941,,,15.84176466,15.33653522,14.83130579,14.32607635,13.82084691,13.31561747,12.81038804,12.3051586,11.79992916
,39.08333333,,33.78787879,,36.92142857,,33.50787879,,33.67857143,,33.26787879,,30.43571429,,33.02787879,,27.19285714,,32.78787879,,23.95,,,26.86008343,26.34619599,25.83230854,25.31842109,24.80453365,24.2906462,23.77675876,23.26287131,22.74898386,22.23509642,21.72120897,21.20732153,20.69343408,20.17954664,19.66565919,19.15177174,18.6378843,18.12399685,17.61010941,17.09622196,16.58233451,,,16.06844707,15.55455962,15.04067218,14.52678473,14.01289728,13.49900984,12.98512239,12.47123495,11.9573475
,,,34.24848485,,,,33.96848485,,,,33.72848485,,,,33.48848485,,,,33.24848485,,,,,,,33.17848485,33.11648485,33.05448485,32.99248485,32.93048485,32.86848485,32.80648485,32.74448485,32.68248485,32.62048485,32.55848485,32.49648485,32.43448485,32.37248485,32.31048485,32.24848485,32.18648485,,,,,,,32.12448485,32.06248485,32.00048485,31.93848485,31.87648485,31.81448485,31.75248485
,,,34.70909091,,,,34.42909091,,,,34.18909091,,,,33.94909091,,,,33.70909091,,,,,,,33.63909091,33.57709091,33.51509091,33.45309091,33.39109091,33.32909091,33.26709091,33.20509091,33.14309091,33.08109091,33.01909091,32.95709091,32.89509091,32.83309091,32.77109091,32.70909091,32.64709091,,,,,,,32.58509091,32.52309091,32.46109091,32.39909091,32.33709091,32.27509091,32.21309091
data1,data2,data3,data4,data5,data6,data7,data8,data9,data10,data11,data12,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23,data24,data25,data26,data27,data28,data29,data30,data31,data32,data33,data34,data35,data36,data37,data38,data39,data40,data41,data42,data43,data44,data45,data46,data47,data48,data49,data50,data51,data52,data53,data54,data55,data56
54.32380952,39.75,44.96190476,35.16969697,40.28095238,37.55,34.66380952,34.88969697,29.04666667,34.25,23.42952381,34.64969697,17.81238095,30.95,12.1952381,34.40969697,6.578095238,27.65,0.960952381,34.16969697,-4.656190476,24.35,-10.27333333,4.788778468,2.95192923,1.115079992,-0.721769245,-2.558618483,-4.395467721,-6.232316958,-8.069166196,-9.906015434,-11.74286467,-13.57971391,-15.41656315,-17.25341238,-19.09026162,-20.92711086,-22.7639601,-24.60080934,-26.43765857,-28.27450781,-30.11135705,-31.94820629,-33.78505552,-35.62190476,-37.458754,-39.29560324,-41.13245248,-42.96930171,-44.80615095,-46.64300019,-48.47984943,-50.31669866,-52.1535479,-53.99039714
55.58095238,40.41666667,45.99047619,35.63030303,41.1952381,38.17857143,35.44095238,35.35030303,29.68666667,34.82142857,23.93238095,35.11030303,18.17809524,31.46428571,12.42380952,34.87030303,6.66952381,28.10714286,0.915238095,34.63030303,-4.839047619,24.75,-10.59333333,4.741498212,2.861584792,0.981671372,-0.898242048,-2.778155468,-4.658068888,-6.537982308,-8.417895727,-10.29780915,-12.17772257,-14.05763599,-15.93754941,-17.81746283,-19.69737625,-21.57728967,-23.45720309,-25.33711651,-27.21702993,-29.09694335,-30.97685677,-32.85677019,-34.73668361,-36.61659703,-38.49651045,-40.37642387,-42.25633729,-44.13625071,-46.01616413,-47.89607755,-49.77599097,-51.65590439,-53.53581781,-55.41573123
56.83809524,41.08333333,47.01904762,36.09090909,42.10952381,38.80714286,36.21809524,35.81090909,30.32666667,35.39285714,24.4352381,35.57090909,18.54380952,31.97857143,12.65238095,35.33090909,6.760952381,28.56428571,0.86952381,35.09090909,-5.021904762,25.15,-10.91333333,4.694217956,2.771240354,0.848262752,-1.07471485,-2.997692452,-4.920670055,-6.843647657,-8.766625259,-10.68960286,-12.61258046,-14.53555807,-16.45853567,-18.38151327,-20.30449087,-22.22746847,-24.15044608,-26.07342368,-27.99640128,-29.91937888,-31.84235648,-33.76533409,-35.68831169,-37.61128929,-39.53426689,-41.45724449,-43.3802221,-45.3031997,-47.2261773,-49.1491549,-51.07213251,-52.99511011,-54.91808771,-56.84106531
58.0952381,41.75,48.04761905,36.55151515,43.02380952,39.43571429,36.9952381,36.27151515,30.96666667,35.96428571,24.93809524,36.03151515,18.90952381,32.49285714,12.88095238,35.79151515,6.852380952,29.02142857,0.823809524,35.55151515,-5.204761905,25.55,-11.23333333,4.6469377,2.680895916,0.714854131,-1.251187653,-3.217229437,-5.183271222,-7.149313006,-9.11535479,-11.08139657,-13.04743836,-15.01348014,-16.97952193,-18.94556371,-20.9116055,-22.87764728,-24.84368906,-26.80973085,-28.77577263,-30.74181442,-32.7078562,-34.67389799,-36.63993977,-38.60598155,-40.57202334,-42.53806512,-44.50410691,-46.47014869,-48.43619048,-50.40223226,-52.36827404,-54.33431583,-56.30035761,-58.2663994
59.35238095,42.41666667,49.07619048,37.01212121,43.93809524,40.06428571,37.77238095,36.73212121,31.60666667,36.53571429,25.44095238,36.49212121,19.2752381,33.00714286,13.10952381,36.25212121,6.943809524,29.47857143,0.778095238,36.01212121,-5.387619048,25.95,-11.55333333,4.599657444,2.590551478,0.581445511,-1.427660455,-3.436766422,-5.445872388,-7.454978355,-9.464084321,-11.47319029,-13.48229625,-15.49140222,-17.50050819,-19.50961415,-21.51872012,-23.52782609,-25.53693205,-27.54603802,-29.55514399,-31.56424995,-33.57335592,-35.58246189,-37.59156785,-39.60067382,-41.60977979,-43.61888575,-45.62799172,-47.63709768,-49.64620365,-51.65530962,-53.66441558,-55.67352155,-57.68262752,-59.69173348
60.60952381,43.08333333,50.1047619,37.47272727,44.85238095,40.69285714,38.54952381,37.19272727,32.24666667,37.10714286,25.94380952,36.95272727,19.64095238,33.52142857,13.33809524,36.71272727,7.035238095,29.93571429,0.732380952,36.47272727,-5.57047619,26.35,-11.87333333,4.552377188,2.500207039,0.448036891,-1.604133258,-3.656303407,-5.708473555,-7.760643704,-9.812813853,-11.864984,-13.91715415,-15.9693243,-18.02149445,-20.0736646,-22.12583474,-24.17800489,-26.23017504,-28.28234519,-30.33451534,-32.38668549,-34.43885564,-36.49102579,-38.54319593,-40.59536608,-42.64753623,-44.69970638,-46.75187653,-48.80404668,-50.85621683,-52.90838698,-54.96055712,-57.01272727,-59.06489742,-61.11706757
,43.75,,37.93333333,,41.32142857,,37.65333333,,37.67857143,,37.41333333,,34.03571429,,37.17333333,,30.39285714,,36.93333333,,26.75,,,30.13832035,29.56382684,28.98933333,28.41483983,27.84034632,27.26585281,26.69135931,26.1168658,25.54237229,24.96787879,24.39338528,23.81889177,23.24439827,22.66990476,22.09541126,21.52091775,20.94642424,20.37193074,19.79743723,19.22294372,18.64845022,,,18.07395671,17.4994632,16.9249697,16.35047619,15.77598268,15.20148918,14.62699567,14.05250216,13.47800866
,44.41666667,,38.39393939,,41.95,,38.11393939,,38.25,,37.87393939,,34.55,,37.63393939,,30.85,,37.39393939,,27.15,,,30.54682094,29.96366942,29.38051791,28.79736639,28.21421488,27.63106336,27.04791185,26.46476033,25.88160882,25.2984573,24.71530579,24.13215427,23.54900275,22.96585124,22.38269972,21.79954821,21.21639669,20.63324518,20.05009366,19.46694215,18.88379063,,,18.30063912,17.7174876,17.13433609,16.55118457,15.96803306,15.38488154,14.80173003,14.21857851,13.635427
,,,38.85454545,,,,38.57454545,,,,38.33454545,,,,38.09454545,,,,37.85454545,,,,,,,37.78454545,37.72254545,37.66054545,37.59854545,37.53654545,37.47454545,37.41254545,37.35054545,37.28854545,37.22654545,37.16454545,37.10254545,37.04054545,36.97854545,36.91654545,36.85454545,36.79254545,,,,,,,36.73054545,36.66854545,36.60654545,36.54454545,36.48254545,36.42054545,36.35854545
,,,39.31515152,,,,39.03515152,,,,38.79515152,,,,38.55515152,,,,38.31515152,,,,,,,38.24515152,38.18315152,38.12115152,38.05915152,37.99715152,37.93515152,37.87315152,37.81115152,37.74915152,37.68715152,37.62515152,37.56315152,37.50115152,37.43915152,37.37715152,37.31515152,37.25315152,,,,,,,37.19115152,37.12915152,37.06715152,37.00515152,36.94315152,36.88115152,36.81915152
